,uid
7847,26571.0
7848,26400.0
7849,26455.0
7850,26378.0
7851,26276.0
7852,26198.0
7853,26281.0
7854,26183.0
7855,25713.0
7856,25720.0
7857,25577.0
7858,25664.0
7859,25069.0
7860,25204.0
7861,25275.0
7862,24757.0
7863,24760.0
7864,24582.0
7865,24610.0
7866,24203.0
7867,24345.0
7868,23846.0
7869,23851.0
7870,23757.0
7871,23777.0
7872,23390.0
7873,23394.0
7874,23514.0
7875,23535.0
7876,22810.0
7877,22847.0
7878,22751.0
7879,22787.0
7880,22588.0
7881,22566.0
7882,22435.0
7883,21963.0
7884,21844.0
7885,21941.0
7886,20053.0
7887,20582.0
7888,20713.0
7889,20594.0
7890,17384.0
7891,17531.0
7892,17266.0
7893,17272.0
7894,16624.0
7895,16627.0
7896,16636.0
7897,16556.0
7898,14518.0
7899,14331.0
7900,14381.0
7901,14067.0
7902,14121.0
7903,6726.0
7904,6897.0
7905,6966.0
7906,9806.0
7907,9845.0
7908,9724.0
7909,9764.0
7910,10522.0
7911,10532.0
7912,12361.0
7913,12410.0
7914,12399.0
7915,12421.0
7916,12364.0
7917,12063.0
7918,12086.0
7919,12609.0
7920,12522.0
7921,12483.0
7922,12192.0
7923,12153.0
7924,14673.0
7925,15050.0
7926,15100.0
7927,22794.0
7928,20499.0
7929,20527.0
7930,20067.0
7931,20170.0
7932,20118.0
7933,20238.0
7934,19809.0
7935,19843.0
7936,19573.0
7937,19697.0
7938,19571.0
7939,26694.0
7940,26722.0
7941,26674.0
7942,26743.0
7943,26546.0
7944,26578.0
7945,26489.0
7946,26438.0
7947,26236.0
7948,26262.0
7949,26084.0
7950,26008.0
7951,25911.0
7952,25972.0
7953,25436.0
7954,24556.0
7955,24065.0
7956,23961.0
7957,23938.0
7958,23887.0
7959,23795.0
7960,23789.0
7961,23810.0
7962,24033.0
7963,23874.0
7964,24040.0
7965,24086.0
7966,24046.0
7967,23702.0
7968,23891.0
7969,23897.0
7970,23925.0
7971,23322.0
7972,23341.0
7973,23235.0
7974,23134.0
7975,22292.0
7976,22318.0
7977,22330.0
7978,22356.0
7979,22352.0
7980,22450.0
7981,22203.0
7982,22312.0
7983,21727.0
7984,21838.0
7985,21681.0
7986,21696.0
7987,21677.0
7988,21781.0
7989,21495.0
7990,21587.0
7991,21441.0
7992,20832.0
7993,20992.0
7994,21249.0
7995,21135.0
7996,20248.0
7997,20278.0
7998,20395.0
7999,20405.0
8000,20333.0
8001,20334.0
8002,20210.0
8003,20208.0
8004,20293.0
8005,20299.0
8006,20126.0
8007,20135.0
8008,20175.0
8009,20184.0
8010,20032.0
8011,20046.0
8012,20141.0
8013,20148.0
8014,19646.0
8015,19669.0
8016,19703.0
8017,19717.0
8018,19516.0
8019,19597.0
8020,19565.0
8021,19598.0
8022,19349.0
8023,19417.0
8024,18806.0
8025,18921.0
8026,18427.0
8027,18516.0
8028,18646.0
8029,18540.0
8030,18573.0
8031,18647.0
8032,18453.0
8033,18500.0
8034,17191.0
8035,17192.0
8036,16941.0
8037,16967.0
8038,15611.0
8039,15662.0
8040,15603.0
8041,15681.0
8042,15235.0
8043,15341.0
8044,15242.0
8045,15322.0
8046,14651.0
8047,14699.0
8048,14542.0
8049,14596.0
8050,13890.0
8051,13959.0
8052,13705.0
8053,13622.0
8054,13348.0
8055,13423.0
8056,13386.0
8057,13432.0
8058,13275.0
8059,28206.0
8060,28249.0
8061,28192.0
8062,28244.0
8063,27961.0
8064,27962.0
8065,27796.0
8066,27832.0
8067,27178.0
8068,27198.0
8069,36513.0
8070,36528.0
8071,36207.0
8072,36267.0
8073,35988.0
8074,36009.0
8075,35981.0
8076,36028.0
8077,35921.0
8078,35947.0
8079,35836.0
8080,35856.0
8081,35691.0
8082,35735.0
8083,35659.0
8084,35718.0
8085,35747.0
8086,35782.0
8087,35638.0
8088,35639.0
8089,35371.0
8090,35396.0
8091,35027.0
8092,35053.0
8093,35061.0
8094,35071.0
8095,35008.0
8096,35013.0
8097,34671.0
8098,34700.0
8099,34173.0
8100,34265.0
8101,34347.0
8102,33902.0
8103,33947.0
8104,33641.0
8105,33696.0
8106,33456.0
8107,33458.0
8108,33477.0
8109,33222.0
8110,33270.0
8111,33149.0
8112,33191.0
8113,32898.0
8114,32966.0
8115,32865.0
8116,32908.0
8117,32611.0
8118,32628.0
8119,32303.0
8120,32304.0
8121,32206.0
8122,32211.0
8123,32215.0
8124,32287.0
8125,31864.0
8126,31867.0
8127,31639.0
8128,31643.0
8129,31521.0
8130,31525.0
8131,31623.0
8132,31316.0
8133,31320.0
8134,31339.0
8135,31381.0
8136,30932.0
8137,30845.0
8138,30847.0
8139,30620.0
8140,30628.0
8141,30317.0
8142,30343.0
8143,30320.0
8144,30344.0
8145,30297.0
8146,30300.0
8147,29578.0
8148,29509.0
8149,29539.0
8150,29629.0
8151,29084.0
8152,29113.0
8153,29029.0
8154,29070.0
8155,28588.0
8156,28652.0
8157,28563.0
8158,28590.0
8159,30108.0
8160,29822.0
8161,29861.0
8162,29781.0
8163,29828.0
8164,29480.0
8165,29518.0
8166,29390.0
8167,29413.0
8168,29435.0
8169,29482.0
8170,29408.0
8171,29438.0
8172,29122.0
8173,29139.0
8174,29003.0
8175,29039.0
8176,29068.0
8177,29116.0
8178,28734.0
8179,28761.0
8180,29027.0
8181,29073.0
8182,28684.0
8183,28744.0
8184,28630.0
8185,28708.0
8186,28604.0
8187,28641.0
8188,28378.0
8189,28388.0
8190,28295.0
8191,28272.0
8192,27914.0
8193,27942.0
8194,28330.0
8195,28370.0
8196,28294.0
8197,27715.0
8198,27737.0
8199,27672.0
8200,27714.0
8201,27733.0
8202,27766.0
8203,27652.0
8204,27675.0
8205,27370.0
8206,27383.0
8207,27252.0
8208,27214.0
8209,27027.0
8210,27063.0
8211,26996.0
8212,27028.0
8213,27059.0
8214,27090.0
8215,26964.0
8216,26983.0
8217,26765.0
8218,26785.0
8219,26369.0
8220,26408.0
8221,26519.0
8222,26536.0
8223,26459.0
8224,26525.0
8225,25659.0
8226,25717.0
8227,25602.0
8228,25693.0
8229,25529.0
8230,25534.0
8231,25162.0
8232,25189.0
8233,25127.0
8234,25175.0
8235,24894.0
8236,24930.0
8237,18214.0
8238,18236.0
8239,18242.0
8240,18075.0
8241,18032.0
8242,18036.0
8243,18062.0
8244,18403.0
8245,18447.0
8246,18461.0
8247,18541.0
8248,18912.0
8249,18934.0
8250,18967.0
8251,18877.0
8252,19387.0
8253,19405.0
8254,17918.0
8255,17952.0
8256,11281.0
8257,14175.0
8258,14215.0
8259,14425.0
8260,14451.0
8261,14481.0
8262,14438.0
8263,14466.0
8264,14782.0
8265,14813.0
8266,14757.0
8267,14817.0
8268,14858.0
8269,15061.0
8270,15013.0
8271,15097.0
8272,15077.0
8273,15133.0
8274,15179.0
8275,15028.0
8276,15062.0
8277,15141.0
8278,15582.0
8279,15628.0
8280,15540.0
8281,15536.0
8282,15616.0
8283,15647.0
8284,15731.0
8285,15639.0
8286,16446.0
8287,16411.0
8288,16345.0
8289,16707.0
8290,16714.0
8291,16789.0
8292,16817.0
8293,16767.0
8294,16890.0
8295,17173.0
8296,17186.0
8297,17001.0
8298,17131.0
8299,17183.0
8300,17213.0
8301,17318.0
8302,17357.0
8303,17189.0
8304,17289.0
8305,17296.0
8306,17316.0
8307,17478.0
8308,17503.0
8309,17470.0
8310,17333.0
8311,17325.0
8312,17327.0
8313,17527.0
8314,17529.0
8315,17338.0
8316,17475.0
8317,17665.0
8318,17691.0
8319,17323.0
8320,17630.0
8321,17686.0
8322,17241.0
8323,17371.0
8324,17207.0
8325,17226.0
8326,17166.0
8327,17150.0
8328,17049.0
8329,17164.0
8330,16593.0
8331,16662.0
8332,16522.0
8333,16555.0
8334,16169.0
8335,16197.0
8336,16282.0
8337,16309.0
8338,15886.0
8339,15956.0
8340,16015.0
8341,16067.0
8342,15877.0
8343,15931.0
8344,15721.0
8345,15752.0
8346,15654.0
8347,15725.0
8348,15595.0
8349,15630.0
8350,15344.0
8351,15374.0
8352,15387.0
8353,15516.0
8354,15232.0
8355,15252.0
8356,15241.0
8357,15351.0
8358,15221.0
8359,15323.0
8360,15194.0
8361,15192.0
8362,15385.0
8363,15388.0
8364,15215.0
8365,15331.0
8366,15198.0
8367,15332.0
8368,15181.0
8369,15346.0
8370,15354.0
8371,15364.0
8372,15172.0
8373,15342.0
8374,15152.0
8375,15217.0
8376,15316.0
8377,15214.0
8378,15220.0
8379,15402.0
8380,15449.0
8381,15435.0
8382,15450.0
8383,15229.0
8384,15206.0
8385,15348.0
8386,15219.0
8387,15347.0
8388,15224.0
8389,15228.0
8390,15371.0
8391,15373.0
8392,15199.0
8393,15352.0
8394,15213.0
8395,15223.0
8396,15256.0
8397,15357.0
8398,15389.0
8399,15436.0
8400,15427.0
8401,15454.0
8402,15617.0
8403,15650.0
8404,16016.0
8405,15872.0
8406,16551.0
8407,16594.0
8408,16367.0
8409,16397.0
8410,16385.0
8411,16438.0
8412,16479.0
8413,16592.0
8414,16606.0
8415,16625.0
8416,17262.0
8417,17361.0
8418,17069.0
8419,17148.0
8420,17047.0
8421,17217.0
8422,17339.0
8423,17373.0
8424,17205.0
8425,17233.0
8426,17730.0
8427,17764.0
8428,17832.0
8429,17891.0
8430,17737.0
8431,17766.0
8432,17985.0
8433,17787.0
8434,7388.0
8435,7088.0
8436,7284.0
8437,7315.0
8438,6907.0
8439,5302.0
8440,5093.0
8441,4714.0
8442,3603.0
8443,7487.0
8444,12724.0
8445,12779.0
8446,12594.0
8447,12877.0
8448,12888.0
8449,16069.0
8450,16498.0
8451,16541.0
8452,16991.0
8453,17106.0
8454,18182.0
8455,18237.0
8456,18676.0
8457,18731.0
8458,13894.0
8459,13965.0
8460,7530.0
8461,7084.0
8462,7152.0
8463,7108.0
8464,7150.0
8465,6894.0
8466,6919.0
8467,6891.0
8468,6941.0
8469,6420.0
8470,6482.0
8471,7260.0
8472,7287.0
8473,12507.0
8474,12520.0
8475,12204.0
8476,12223.0
8477,12232.0
8478,12243.0
8479,12127.0
8480,12215.0
8481,12083.0
8482,12041.0
8483,12053.0
8484,12067.0
8485,12121.0
8486,12085.0
8487,12028.0
8488,12036.0
8489,11935.0
8490,12011.0
8491,11899.0
8492,11878.0
8493,11971.0
8494,11555.0
8495,11566.0
8496,11478.0
8497,11620.0
8498,11593.0
8499,11402.0
8500,11530.0
8501,11542.0
8502,11513.0
8503,11455.0
8504,11439.0
8505,11454.0
8506,11470.0
8507,11283.0
8508,11323.0
8509,11370.0
8510,11463.0
8511,11309.0
8512,11408.0
8513,11367.0
8514,11384.0
8515,11273.0
8516,11285.0
8517,11176.0
8518,11261.0
8519,11231.0
8520,11207.0
8521,11216.0
8522,11110.0
8523,11192.0
8524,20489.0
8525,20517.0
8526,20474.0
8527,20522.0
8528,20186.0
8529,20197.0
8530,20084.0
8531,20113.0
8532,20144.0
8533,20190.0
8534,20066.0
8535,20114.0
8536,19792.0
8537,19822.0
8538,19866.0
8539,19890.0
8540,19862.0
8541,19924.0
8542,19750.0
8543,19829.0
8544,19227.0
8545,19293.0
8546,19272.0
8547,19295.0
8548,19161.0
8549,19203.0
8550,18927.0
8551,18981.0
8552,18853.0
8553,18875.0
8554,18959.0
8555,18971.0
8556,18095.0
8557,18154.0
8558,18038.0
8559,18070.0
8560,18128.0
8561,18153.0
8562,17780.0
8563,17834.0
8564,17728.0
8565,17758.0
8566,17673.0
8567,17700.0
8568,17648.0
8569,17722.0
8570,17247.0
8571,17265.0
8572,17196.0
8573,17222.0
8574,17248.0
8575,17306.0
8576,16745.0
8577,16799.0
8578,16751.0
8579,16770.0
8580,16673.0
8581,16699.0
8582,16467.0
8583,16512.0
8584,16481.0
8585,16509.0
8586,16404.0
8587,16452.0
8588,15618.0
8589,15658.0
8590,15623.0
8591,15652.0
8592,15541.0
8593,15565.0
8594,15298.0
8595,15257.0
8596,15268.0
8597,15287.0
8598,15176.0
8599,15233.0
8600,14946.0
8601,14987.0
8602,14960.0
8603,14984.0
8604,14888.0
8605,14921.0
8606,14590.0
8607,14634.0
8608,14595.0
8609,14627.0
8610,14537.0
8611,14573.0
8612,14354.0
8613,14397.0
8614,14278.0
8615,14317.0
8616,14352.0
8617,14388.0
8618,14088.0
8619,14133.0
8620,14082.0
8621,14113.0
8622,14035.0
8623,14061.0
8624,13618.0
8625,13673.0
8626,13545.0
8627,13607.0
8628,13657.0
8629,13684.0
8630,13549.0
8631,13579.0
8632,12731.0
8633,12769.0
8634,12714.0
8635,12753.0
8636,12591.0
8637,12613.0
8638,12587.0
8639,12624.0
8640,12359.0
8641,12388.0
8642,12189.0
8643,12227.0
8644,12348.0
8645,12389.0
8646,12202.0
8647,12247.0
8648,11947.0
8649,11984.0
8650,11786.0
8651,11833.0
8652,11532.0
8653,11579.0
8654,11515.0
8655,11565.0
8656,11358.0
8657,11422.0
8658,11356.0
8659,11418.0
8660,10697.0
8661,10743.0
8662,10689.0
8663,10725.0
8664,10545.0
8665,10598.0
8666,10541.0
8667,10584.0
8668,10293.0
8669,10334.0
8670,10158.0
8671,10192.0
8672,10159.0
8673,10204.0
8674,9620.0
8675,9654.0
8676,9623.0
8677,9661.0
8678,9464.0
8679,9506.0
8680,8306.0
8681,8349.0
8682,8251.0
8683,8294.0
8684,8255.0
8685,8280.0
8686,8307.0
8687,8350.0
8688,9365.0
8689,9316.0
8690,9355.0
8691,9158.0
8692,9192.0
8693,9140.0
8694,9200.0
8695,8649.0
8696,8680.0
8697,8490.0
8698,8505.0
8699,8549.0
8700,8579.0
8701,8606.0
8702,8401.0
8703,8407.0
8704,5487.0
8705,5502.0
8706,5413.0
8707,5439.0
8708,5497.0
8709,5514.0
8710,5392.0
8711,5415.0
8712,5153.0
8713,5173.0
8714,5192.0
8715,5235.0
8716,7057.0
8717,6902.0
8718,6851.0
8719,6883.0
8720,7366.0
8721,7417.0
8722,7384.0
8723,7420.0
8724,7557.0
8725,7604.0
8726,7565.0
8727,7608.0
8728,5770.0
8729,5801.0
8730,5809.0
8731,9971.0
8732,10000.0
8733,9823.0
8734,9860.0
8735,9954.0
8736,9993.0
8737,9822.0
8738,9856.0
8739,10690.0
8740,10739.0
8741,10934.0
8742,10984.0
8743,11102.0
8744,11148.0
8745,10945.0
8746,10992.0
8747,11114.0
8748,11142.0
8749,11776.0
8750,11838.0
8751,11930.0
8752,11974.0
8753,11774.0
8754,11841.0
8755,12179.0
8756,12224.0
8757,12328.0
8758,12379.0
8759,12175.0
8760,12219.0
8761,12336.0
8762,12381.0
8763,12711.0
8764,12747.0
8765,12588.0
8766,12615.0
8767,12567.0
8768,12602.0
8769,12692.0
8770,12743.0
8771,13047.0
8772,13091.0
8773,13038.0
8774,13089.0
8775,13931.0
8776,13975.0
8777,13950.0
8778,14004.0
8779,14098.0
8780,14156.0
8781,14115.0
8782,14159.0
8783,14485.0
8784,14540.0
8785,14547.0
8786,14584.0
8787,14500.0
8788,14524.0
8789,14871.0
8790,14904.0
8791,14812.0
8792,14865.0
8793,14820.0
8794,14848.0
8795,15106.0
8796,15147.0
8797,15186.0
8798,15216.0
8799,15094.0
8800,15140.0
8801,15568.0
8802,15613.0
8803,15563.0
8804,15608.0
8805,15653.0
8806,15700.0
8807,16096.0
8808,16127.0
8809,16159.0
8810,16187.0
8811,16279.0
8812,16307.0
8813,9183.0
8814,9243.0
8815,9283.0
8816,9352.0
8817,9171.0
8818,9242.0
8819,9253.0
8820,9341.0
8821,9561.0
8822,9628.0
8823,9482.0
8824,9536.0
8825,9493.0
8826,9585.0
8827,9605.0
8828,9633.0
8829,11343.0
8830,11399.0
8831,11749.0
8832,11816.0
8833,11937.0
8834,11961.0
8835,11920.0
8836,11958.0
8837,12690.0
8838,12736.0
8839,13150.0
8840,13171.0
8841,13135.0
8842,13175.0
8843,13464.0
8844,13503.0
8845,14097.0
8846,14151.0
8847,14620.0
8848,14667.0
8849,14918.0
8850,14970.0
8851,14945.0
8852,15001.0
8853,15093.0
8854,15184.0
8855,15111.0
8856,15188.0
8857,15980.0
8858,16021.0
8859,15977.0
8860,15904.0
8861,15946.0
8862,16315.0
8863,16336.0
8864,16259.0
8865,16281.0
8866,16302.0
8867,16356.0
8868,16795.0
8869,16851.0
8870,16704.0
8871,16748.0
8872,17185.0
8873,17129.0
8874,18001.0
8875,18019.0
8876,17902.0
8877,17981.0
8878,18471.0
8879,18487.0
8880,18555.0
8881,18542.0
8882,18472.0
8883,18493.0
8884,18549.0
8885,18757.0
8886,18803.0
8887,18905.0
8888,18930.0
8889,19174.0
8890,19198.0
8891,19884.0
8892,19921.0
8893,20445.0
8894,20484.0
8895,21111.0
8896,21149.0
8897,21143.0
8898,21189.0
8899,21176.0
8900,21217.0
8901,21539.0
8902,21554.0
8903,21703.0
8904,21742.0
8905,21691.0
8906,21756.0
8907,21779.0
8908,21783.0
8909,22875.0
8910,22921.0
8911,22676.0
8912,22603.0
8913,22728.0
8914,22797.0
8915,22626.0
8916,22763.0
8917,23378.0
8918,23446.0
8919,23460.0
8920,23506.0
8921,23963.0
8922,24001.0
8923,23908.0
8924,23950.0
8925,23952.0
8926,23995.0
8927,24391.0
8928,24424.0
8929,24457.0
8930,24526.0
8931,24401.0
8932,24427.0
8933,24515.0
8934,24547.0
8935,24987.0
8936,25045.0
8937,25063.0
8938,25081.0
8939,25073.0
8940,8867.0
8941,8974.0
8942,8996.0
8943,9007.0
8944,9224.0
8945,9257.0
8946,9331.0
8947,9360.0
8948,28047.0
8949,28227.0
8950,27790.0
8951,27798.0
8952,27388.0
8953,27391.0
8954,27168.0
8955,27169.0
8956,26748.0
8957,26759.0
8958,26589.0
8959,26565.0
8960,25872.0
8961,25894.0
8962,25777.0
8963,25807.0
8964,25832.0
8965,25325.0
8966,25357.0
8967,25185.0
8968,25217.0
8969,24639.0
8970,24644.0
8971,24195.0
8972,24197.0
8973,24039.0
8974,23667.0
8975,23729.0
8976,23172.0
8977,23225.0
8978,23174.0
8979,23196.0
8980,23083.0
8981,23133.0
8982,22612.0
8983,22655.0
8984,22106.0
8985,22139.0
8986,22042.0
8987,21949.0
8988,21989.0
8989,21519.0
8990,21584.0
8991,21602.0
8992,21645.0
8993,21529.0
8994,21560.0
8995,21454.0
8996,21511.0
8997,26803.0
8998,26905.0
8999,8245.0
9000,8291.0
9001,7918.0
9002,7976.0
9003,7146.0
9004,7218.0
9005,6964.0
9006,7174.0
9007,10037.0
9008,10068.0
9009,9880.0
9010,9918.0
9011,9934.0
9012,9943.0
9013,9735.0
9014,9784.0
9015,9589.0
9016,9626.0
9017,9460.0
9018,9408.0
9019,9426.0
9020,9397.0
9021,9137.0
9022,9198.0
9023,9176.0
9024,8947.0
9025,8989.0
9026,8651.0
9027,8699.0
9028,8436.0
9029,8459.0
9030,8419.0
9031,10503.0
9032,10935.0
9033,10996.0
9034,10783.0
9035,10829.0
9036,10789.0
9037,10832.0
9038,10933.0
9039,10997.0
9040,12276.0
9041,12325.0
9042,12128.0
9043,12164.0
9044,12122.0
9045,12157.0
9046,12275.0
9047,12330.0
9048,12911.0
9049,12968.0
9050,13099.0
9051,13136.0
9052,12963.0
9053,12900.0
9054,13094.0
9055,13131.0
9056,13510.0
9057,13563.0
9058,13362.0
9059,13433.0
9060,13361.0
9061,13418.0
9062,13523.0
9063,13571.0
9064,14874.0
9065,14935.0
9066,12506.0
9067,12541.0
9068,12650.0
9069,12677.0
9070,13366.0
9071,13419.0
9072,13359.0
9073,13413.0
9074,13517.0
9075,13555.0
9076,13512.0
9077,13556.0
9078,13822.0
9079,13877.0
9080,14053.0
9081,14001.0
9082,13991.0
9083,14047.0
9084,13790.0
9085,13861.0
9086,15437.0
9087,15501.0
9088,12644.0
9089,12675.0
9090,12505.0
9091,12544.0
9092,11355.0
9093,11407.0
9094,11181.0
9095,11234.0
9096,11357.0
9097,11406.0
9098,11177.0
9099,11223.0
9100,14273.0
9101,14336.0
9102,14449.0
9103,14490.0
9104,14400.0
9105,14520.0
9106,14240.0
9107,14407.0
9108,12845.0
9109,13001.0
9110,12927.0
9111,12969.0
9112,12789.0
9113,12817.0
9114,12758.0
9115,12876.0
9116,19255.0
9117,19325.0
9118,19559.0
9119,19602.0
9120,19404.0
9121,19236.0
9122,19001.0
9123,18839.0
9124,18969.0
9125,19010.0
9126,18655.0
9127,18738.0
9128,18813.0
9129,18648.0
9130,18711.0
9131,18348.0
9132,18502.0
9133,18422.0
9134,18498.0
9135,18136.0
9136,18213.0
9137,18327.0
9138,18144.0
9139,17805.0
9140,18004.0
9141,17888.0
9142,17967.0
9143,17565.0
9144,17629.0
9145,17542.0
9146,17726.0
9147,17383.0
9148,17202.0
9149,17314.0
9150,17387.0
9151,16957.0
9152,17015.0
9153,16952.0
9154,17137.0
9155,16588.0
9156,16794.0
9157,16796.0
9158,16429.0
9159,16487.0
9160,16408.0
9161,16610.0
9162,15514.0
9163,15656.0
9164,15334.0
9165,15524.0
9166,15372.0
9167,15458.0
9168,15559.0
9169,15620.0
9170,18243.0
9171,18283.0
9172,18402.0
9173,18438.0
9174,18406.0
9175,18455.0
9176,18240.0
9177,18279.0
9178,18709.0
9179,18752.0
9180,18718.0
9181,18750.0
9182,18908.0
9183,18953.0
9184,19215.0
9185,19286.0
9186,19493.0
9187,19437.0
9188,19214.0
9189,19274.0
9190,19503.0
9191,19414.0
9192,19762.0
9193,19817.0
9194,19943.0
9195,20004.0
9196,19711.0
9197,19769.0
9198,18899.0
9199,18949.0
9200,10876.0
9201,10808.0
9202,12107.0
9203,12138.0
9204,12006.0
9205,12040.0
9206,11992.0
9207,12054.0
9208,12166.0
9209,12096.0
9210,14790.0
9211,14859.0
9212,14983.0
9213,15041.0
9214,14993.0
9215,15053.0
9216,14763.0
9217,14829.0
9218,16491.0
9219,16531.0
9220,16670.0
9221,16724.0
9222,16545.0
9223,16482.0
9224,16667.0
9225,16719.0
9226,16992.0
9227,17046.0
9228,17216.0
9229,17279.0
9230,17016.0
9231,17092.0
9232,17228.0
9233,17290.0
9234,17820.0
9235,17903.0
9236,17641.0
9237,17707.0
9238,17639.0
9239,17687.0
9240,17859.0
9241,17917.0
9242,1343.0
9243,11275.0
9244,11373.0
9245,11312.0
9246,11375.0
9247,12371.0
9248,12412.0
9249,12385.0
9250,12422.0
9251,12435.0
9252,12472.0
9253,15543.0
9254,15591.0
9255,15343.0
9256,15413.0
9257,15338.0
9258,15408.0
9259,15546.0
9260,15602.0
9261,16914.0
9262,17414.0
9263,17468.0
9264,17609.0
9265,17675.0
9266,17602.0
9267,17655.0
9268,17821.0
9269,17887.0
9270,17816.0
9271,17899.0
9272,18393.0
9273,18435.0
9274,18184.0
9275,18257.0
9276,18199.0
9277,18266.0
9278,18394.0
9279,18436.0
9280,18883.0
9281,18958.0
9282,18755.0
9283,18710.0
9284,18743.0
9285,18716.0
9286,18893.0
9287,18952.0
9288,19221.0
9289,19280.0
9290,19403.0
9291,19476.0
9292,19212.0
9293,19264.0
9294,19479.0
9295,19413.0
9296,19722.0
9297,19789.0
9298,19930.0
9299,19990.0
9300,19723.0
9301,19784.0
9302,19929.0
9303,19992.0
9304,20247.0
9305,20282.0
9306,20424.0
9307,20482.0
9308,20253.0
9309,20313.0
9310,19733.0
9311,19786.0
9312,19713.0
9313,19766.0
9314,19927.0
9315,19963.0
9316,19925.0
9317,19979.0
9318,20492.0
9319,20551.0
9320,20254.0
9321,20302.0
9322,20264.0
9323,20315.0
9324,20204.0
9325,20207.0
9326,20223.0
9327,20226.0
9328,20559.0
9329,20565.0
9330,20556.0
9331,20483.0
9332,20526.0
9333,20770.0
9334,20807.0
9335,20922.0
9336,20967.0
9337,20779.0
9338,20811.0
9339,20941.0
9340,20994.0
9341,21369.0
9342,21421.0
9343,21251.0
9344,21224.0
9345,21360.0
9346,21407.0
9347,21262.0
9348,21227.0
9349,21646.0
9350,21679.0
9351,21655.0
9352,21690.0
9353,21828.0
9354,21879.0
9355,21832.0
9356,21881.0
9357,21929.0
9358,21957.0
9359,21938.0
9360,21978.0
9361,22129.0
9362,22171.0
9363,22127.0
9364,22181.0
9365,22690.0
9366,22711.0
9367,22878.0
9368,22779.0
9369,22897.0
9370,22929.0
9371,22851.0
9372,22817.0
9373,22938.0
9374,22876.0
9375,23166.0
9376,23184.0
9377,23149.0
9378,23176.0
9379,23195.0
9380,23253.0
9381,16060.0
9382,16084.0
9383,15767.0
9384,15825.0
9385,16014.0
9386,16041.0
9387,15769.0
9388,15831.0
9389,18885.0
9390,18950.0
9391,18699.0
9392,18745.0
9393,18886.0
9394,18943.0
9395,18746.0
9396,18712.0
9397,19206.0
9398,19252.0
9399,19210.0
9400,19267.0
9401,19408.0
9402,19444.0
9403,19409.0
9404,19463.0
9405,4585.0
9406,16061.0
9407,16113.0
9408,16507.0
9409,16476.0
9410,16694.0
9411,16733.0
9412,16649.0
9413,16721.0
9414,16850.0
9415,16906.0
9416,16827.0
9417,17003.0
9418,17176.0
9419,17522.0
9420,17599.0
9421,17543.0
9422,17618.0
9423,18512.0
9424,18569.0
9425,18495.0
9426,18517.0
9427,18571.0
9428,19369.0
9429,19411.0
9430,19178.0
9431,19229.0
9432,19370.0
9433,19420.0
9434,19175.0
9435,19222.0
9436,19855.0
9437,19922.0
9438,19712.0
9439,19767.0
9440,19706.0
9441,19778.0
9442,19860.0
9443,19928.0
9444,20225.0
9445,20256.0
9446,20228.0
9447,20273.0
9448,20430.0
9449,20481.0
9450,20447.0
9451,20493.0
9452,20751.0
9453,20796.0
9454,20880.0
9455,20940.0
9456,20750.0
9457,20790.0
9458,20900.0
9459,20951.0
9460,21160.0
9461,21165.0
9462,21172.0
9463,21250.0
9464,21199.0
9465,21378.0
9466,21423.0
9467,21431.0
9468,21426.0
9469,21372.0
9470,21429.0
9471,21252.0
9472,21213.0
9473,21812.0
9474,21859.0
9475,21627.0
9476,21676.0
9477,21634.0
9478,21678.0
9479,21825.0
9480,21863.0
9481,22105.0
9482,22140.0
9483,22231.0
9484,22309.0
9485,22092.0
9486,22136.0
9487,22260.0
9488,22314.0
9489,22373.0
9490,22406.0
9491,22505.0
9492,22576.0
9493,22372.0
9494,22426.0
9495,22541.0
9496,22592.0
9497,22874.0
9498,22858.0
9499,22796.0
9500,22859.0
9501,22693.0
9502,22743.0
9503,22701.0
9504,22716.0
9505,23110.0
9506,23136.0
9507,22965.0
9508,23008.0
9509,23096.0
9510,23137.0
9511,22971.0
9512,23052.0
9513,23363.0
9514,23374.0
9515,23234.0
9516,23268.0
9517,23250.0
9518,23300.0
9519,23344.0
9520,23385.0
9521,23513.0
9522,23571.0
9523,23525.0
9524,23538.0
9525,23646.0
9526,23669.0
9527,23613.0
9528,23671.0
9529,32423.0
9530,30734.0
9531,30739.0
9532,30506.0
9533,30513.0
9534,30351.0
9535,30359.0
9536,30207.0
9537,30211.0
9538,30231.0
9539,30680.0
9540,31123.0
9541,31166.0
9542,31118.0
9543,31121.0
9544,31183.0
9545,31235.0
9546,31126.0
9547,31197.0
9548,31455.0
9549,31482.0
9550,31808.0
9551,31701.0
9552,31752.0
9553,32233.0
9554,32289.0
9555,32361.0
9556,32500.0
9557,32575.0
9558,32759.0
9559,32788.0
9560,32817.0
9561,32895.0
9562,32960.0
9563,33549.0
9564,33600.0
9565,34299.0
9566,34550.0
9567,34575.0
9568,34769.0
9569,34785.0
9570,34764.0
9571,34782.0
9572,34801.0
9573,34803.0
9574,34676.0
9575,34702.0
9576,34850.0
9577,34789.0
9578,34936.0
9579,34949.0
9580,34948.0
9581,34973.0
9582,34885.0
9583,34941.0
9584,34881.0
9585,34993.0
9586,35032.0
9587,35043.0
9588,35260.0
9589,35244.0
9590,35422.0
9591,33962.0
9592,34023.0
9593,34014.0
9594,34121.0
9595,34048.0
