i,j,len,width,slope,eid
5995,6015,5.760897091971856,-1.0,0.0,165
6887,6904,4.911149520626419,-1.0,0.0,166
6857,6887,6.50004497450911,-1.0,1.321967244148254,167
5919,5965,8.240641530827444,-1.0,1.251309156417847,168
5097,5111,5.466170792953397,-1.0,0.0,169
5134,5164,7.926783673134455,-1.0,0.289122223854065,170
5759,5780,8.61280958159979,-1.0,0.731724083423615,171
5057,5075,8.358912495807544,-1.0,3.628005027770996,172
6803,6837,15.133314183890679,-1.0,0.227164551615715,173
6761,6803,16.750678500469498,-1.0,0.307842999696732,174
6714,6761,25.30717548927608,-1.0,0.067920841276646,175
6744,6814,15.284154183931646,-1.0,3.594035148620605,176
3375,3479,15.65879247218735,-1.0,5.616822242736816,177
2584,2604,5.639027703638856,-1.0,0.0,178
3027,3064,9.376765415776697,-1.0,0.794301629066467,179
2927,2935,8.96884390645539,-1.0,0.127766028046608,180
2894,2913,10.83767143177078,-1.0,2.113730669021606,181
2640,2717,14.805011207086006,-1.0,0.038700215518475,182
3037,3081,9.55366600746262,-1.0,1.67875075340271,183
2554,2569,22.581335759636602,-1.0,5.815749645233154,184
2798,2844,17.140135696767786,-1.0,0.066855654120445,185
2431,2457,19.173714856092744,-1.0,6.279929161071777,186
3003,3023,3.290125578594934,-1.0,0.0,187
2536,2642,23.678219949306133,-1.0,0.048395328223705,188
3283,3313,16.337528753567348,-1.0,0.280557811260223,189
7634,7662,6.08267550636292,-1.0,0.09419484436512,190
6608,6632,9.051553760879086,-1.0,0.253195822238922,191
6054,6097,22.803625869572162,-1.0,2.260141611099243,192
5550,5590,13.212249748328428,-1.0,1.950701236724854,193
2231,2760,231.85740155728413,-1.0,0.210048034787178,194
2760,2767,4.684971928698955,-1.0,0.0,195
2657,2689,6.213439951738536,-1.0,0.0,196
2477,2496,5.94613052980058,-1.0,0.0,197
2393,2413,5.905753237166389,-1.0,0.0,198
2273,2299,5.970058944241163,-1.0,0.0,199
2425,2439,6.096289897238249,-1.0,0.0,200
2510,2535,6.149934305799977,-1.0,0.0,201
4081,4168,20.933531027387588,-1.0,0.109481103718281,202
4081,4083,1.221297372115731,-1.0,0.0,203
11325,11332,10.949415542438212,-1.0,1.151060938835144,205
11306,11295,12.633050949684598,-1.0,1.224387407302856,206
9419,9441,33.01946805387371,-1.0,1.110395669937134,207
11419,11432,11.226953063522412,-1.0,2.550021409988403,208
11394,11409,10.742587380481698,-1.0,0.853278577327728,209
9746,9755,13.285132459694982,-1.0,0.172514393925667,210
28111,28162,12.865658818980744,-1.0,5.196163654327393,211
27794,27814,11.472063908455738,-1.0,1.597745776176453,212
28033,28043,5.495160135132552,-1.0,0.0,213
14988,15057,15.724454825887376,-1.0,0.655845105648041,214
14822,14872,16.15298889427496,-1.0,0.744853019714355,215
15102,15159,11.962900305117717,-1.0,2.058581113815308,216
15203,15275,11.052428737195925,-1.0,1.502999663352966,217
9261,9196,20.597670505060258,-1.0,0.89005970954895,218
17858,17800,12.174460136724665,-1.0,1.411596775054932,222
17696,17740,10.500046738605914,-1.0,1.363921403884888,223
25164,25190,9.656093963121382,-1.0,2.549782276153564,225
25551,25594,9.29520897161313,-1.0,0.0,226
25060,25085,9.499008526397969,-1.0,3.253656148910522,227
24586,24616,9.213105038386836,-1.0,5.517734527587891,228
25558,25591,8.041466799617877,-1.0,2.278808355331421,229
25427,25462,9.880341436356545,-1.0,0.0,230
24774,24799,9.174873727040465,-1.0,1.872809171676636,231
25046,25074,9.587371604594093,-1.0,2.269740581512451,232
24882,24921,9.585177069713804,-1.0,1.792694926261902,233
24986,25019,8.588575212731513,-1.0,2.93271279335022,234
24981,25020,9.72491997347451,-1.0,0.176741600036621,235
24468,24508,7.543348172242407,-1.0,1.974074244499207,236
24696,24748,12.120612784809648,-1.0,1.181616306304932,237
24883,24915,7.000514412477024,-1.0,0.0,238
24868,24883,2.884831858240681,-1.0,0.0,239
25076,25107,9.22984062999708,-1.0,0.062089905142784,240
24734,24779,12.578000697146805,-1.0,0.409982442855835,241
1213,1217,7.087847910319025,-1.0,2.342962980270386,245
27829,27848,5.601844066976007,-1.0,0.0,246
27848,27863,5.073137576516686,-1.0,0.0,247
1567,1582,23.481362573142995,-1.0,0.609990239143372,248
8608,8658,20.947055576672362,-1.0,0.109410412609577,249
18661,18724,15.447643906103867,-1.0,0.89008766412735,250
15744,15834,24.032319937771913,-1.0,1.215715885162354,251
22247,22306,13.63317510947881,-1.0,0.294185250997543,253
34630,34667,14.076856833467085,-1.0,0.04067974537611,297
33773,33749,15.746207836549871,-1.0,5.225207328796387,298
9700,9722,14.234498924182237,-1.0,6.969160556793213,299
5288,5370,23.451366286323935,-1.0,1.85615861415863,300
10628,10716,31.03057395955213,-1.0,0.240033775568008,301
9555,9564,2.354238565101039,-1.0,0.0,302
1580,1598,25.79925784996486,-1.0,0.621805369853973,303
1425,1448,18.731125551607704,-1.0,0.550577700138092,304
1086,1087,0.3514707585994794,-1.0,-1.0,305
1066,1068,2.319523887660088,-1.0,0.0,306
1062,1066,6.876866104698433,-1.0,1.499328851699829,307
1062,1064,1.038111351097835,-1.0,0.0,308
12313,12357,12.191433959501264,-1.0,5.854136943817139,309
12446,12468,9.505193317487002,-1.0,7.551052093505859,310
15515,15550,12.026308325512272,-1.0,1.42896556854248,311
13937,14003,22.614033953593108,-1.0,2.026065349578857,312
21274,21310,12.725630201683295,-1.0,0.0,313
31258,31270,12.660034169336235,-1.0,2.487595796585083,314
10128,10155,11.71047312129156,-1.0,0.684946358203888,315
9639,9716,22.43467197037031,-1.0,0.383077442646027,316
1102,1106,6.068339552623005,-1.0,1.41591739654541,317
18475,18489,2.9756154671430477,-1.0,0.0,318
18561,18587,7.6889091249683865,-1.0,0.149066373705864,319
24351,24362,4.65027254799864,-1.0,0.0,320
26822,26831,2.504542015681244,-1.0,0.0,338
26804,26822,4.575854764405876,-1.0,0.0,339
26779,26804,4.030562516155157,-1.0,0.0,340
35910,35929,12.38112328189583,-1.0,1.20299243927002,341
32483,32493,10.718563678995473,-1.0,2.243940353393555,342
32481,32482,6.453648937335889,-1.0,6.978942394256592,343
32364,32394,11.202381355535296,-1.0,0.460285991430283,344
32356,32364,4.431421944437154,-1.0,0.0,345
32345,32356,7.221322428779208,-1.0,0.317374020814896,346
32403,32396,11.070498383988856,-1.0,2.534348011016846,347
32415,32440,12.616675730766845,-1.0,1.725149989128113,348
32412,32433,10.590772186839326,-1.0,4.212165832519531,349
35069,35086,6.954152616537125,-1.0,0.082408279180527,350
35404,35496,26.540237315564497,-1.0,0.669200599193573,351
2763,2788,5.826892219176765,-1.0,0.0,353
2788,2779,1.4675332747520469,-1.0,0.0,354
16898,17048,37.858554636466394,-1.0,1.392069697380066,355
7090,7123,11.75660328898909,-1.0,3.067370176315308,356
22202,22247,11.133275063843001,-1.0,0.10292687267065,357
1768,1790,12.077734649731667,-1.0,2.938644409179688,358
4008,4019,4.012035878766238,-1.0,0.0,359
1204,1221,18.980559896425902,-1.0,4.278515338897705,360
24922,24945,9.429537654110547,-1.0,3.519774198532104,361
25654,25689,11.086997314635886,-1.0,2.736863136291504,362
25689,25691,0.3103044347792519,-1.0,-1.0,363
25373,25396,8.616931795511118,-1.0,4.313826084136963,364
25517,25557,9.691059534459363,-1.0,0.945847511291504,365
3548,3694,39.100607436790305,-1.0,0.366330593824387,366
14695,14861,34.708148772995855,-1.0,0.264123886823654,367
20839,20867,15.045481402527606,-1.0,0.647361934185028,368
21977,22047,16.60610257103285,-1.0,0.96598881483078,369
20631,20570,20.215611770888763,-1.0,0.056684605777264,370
21271,21328,17.2586083771921,-1.0,1.39405620098114,371
1926,2013,39.29173836613378,-1.0,3.073878049850464,372
1634,1643,7.981092032140079,-1.0,1.65069591999054,373
1888,1935,39.38803492923977,-1.0,0.974521100521088,374
2489,2638,40.934501000917514,-1.0,1.007674694061279,375
2168,2256,41.72375929786452,-1.0,2.45655083656311,376
1512,1538,36.61473090539029,-1.0,0.625905930995941,377
1255,1264,12.043650723923976,-1.0,4.415567874908447,378
1399,1429,42.025926150180744,-1.0,1.349460244178772,379
1682,1756,42.05478659838567,-1.0,2.001923561096191,380
15008,15009,1.3459834417774983,-1.0,0.0,381
15009,15019,31.610715349938573,-1.0,4.107421875,382
20361,20388,13.758048585747382,-1.0,0.249869838356972,383
9062,9177,20.207962493574918,-1.0,1.048948764801025,384
36258,36286,27.572726029318755,-1.0,1.018102288246155,385
36301,36321,24.799275040773477,-1.0,1.616830468177795,386
36204,36273,31.32474843818501,-1.0,1.225299954414368,387
37344,37364,17.532484660962808,-1.0,2.286360502243042,388
37440,37442,8.054999656145942,-1.0,3.126661062240601,389
19261,19279,3.7476516625755285,-1.0,0.0,390
18866,18892,6.566116793539328,-1.0,1.22144615650177,391
18892,18909,4.617715760591528,-1.0,0.0,392
19470,19518,12.174956211199554,-1.0,1.22337543964386,393
19448,19473,6.598037650076861,-1.0,0.868296265602112,394
15735,15822,21.63453031240907,-1.0,3.781638145446777,395
15274,15370,18.266783433887355,-1.0,0.690024733543396,396
3226,3287,36.7395194114919,-1.0,0.389872312545776,397
13264,13281,9.534442347787785,-1.0,0.600903570652008,398
13281,13414,34.75798842680473,-1.0,0.214289128780365,399
13484,13492,11.446848107029098,-1.0,0.350370407104492,400
13484,13380,35.198170658861706,-1.0,0.537156879901886,401
13349,13380,8.951271242786548,-1.0,0.448048710823059,402
12303,12353,14.464891998482075,-1.0,0.831752836704254,403
12145,12194,14.88794219104851,-1.0,0.461802124977112,404
1277,1281,24.152317937034436,-1.0,0.047445356845856,406
2660,2697,11.75451257319529,-1.0,0.04874362051487,407
1377,1381,13.68308516324771,-1.0,3.804879188537598,408
1371,1375,19.261967208217865,-1.0,1.100450396537781,409
29333,29335,4.3051953534068526,-1.0,0.0,410
11885,11895,24.36658110541638,-1.0,1.387058973312378,411
12917,12987,16.657234056805546,-1.0,1.513115048408508,412
9327,9296,11.36580647212954,-1.0,0.05041179433465,413
6871,6906,9.864837628034099,-1.0,0.871145606040955,414
32479,32482,6.86962793329876,-1.0,2.833473205566406,415
9048,9210,39.249813379356986,-1.0,0.204367712140083,416
15991,16104,35.7619172893694,-1.0,0.817038893699646,417
15921,15991,12.770959672713634,-1.0,1.345676779747009,418
14942,14981,27.61499267117201,-1.0,0.912834882736206,419
14926,14942,10.285013819969857,-1.0,0.167138025164604,420
12430,12335,23.108576260795942,-1.0,1.611195802688599,421
13048,13057,28.23657524656681,-1.0,0.304366379976273,422
12829,12905,20.70392877263055,-1.0,0.249063655734062,423
12788,12824,14.569433815163036,-1.0,0.275278776884079,424
10245,10327,31.412363817963836,-1.0,0.820736408233643,426
10324,10404,31.25870466572491,-1.0,0.34825798869133,427
10392,10407,4.9752092682603335,-1.0,0.0,428
12450,12546,38.692732200686656,-1.0,0.177695348858833,429
10688,10698,3.7564865300171673,-1.0,0.0,430
10600,10688,29.624689488688457,-1.0,0.464162617921829,431
10698,10755,17.177429391017576,-1.0,0.800480008125305,432
10352,10389,14.604120622790823,-1.0,0.353082120418549,433
10389,10437,16.128782505169905,-1.0,0.923543035984039,434
10437,10479,15.139946289875196,-1.0,0.378437042236328,435
10194,10232,14.459690826920927,-1.0,0.475486159324646,436
10283,10310,6.853643556108621,-1.0,1.086665630340576,437
10232,10283,21.22678443796916,-1.0,0.782722592353821,438
2018,2042,11.085282427097685,-1.0,4.281976699829102,448
9851,9910,14.4724530124783,-1.0,0.395890593528748,449
9956,9975,15.593355158790738,-1.0,0.477654159069061,450
9910,9956,21.731742850349463,-1.0,0.711820065975189,451
9837,9754,31.666092969021225,-1.0,0.777979671955109,452
9740,9754,7.758246696839867,-1.0,0.516943871974945,453
2062,2113,15.11517746535662,-1.0,2.500215291976929,454
9031,9102,18.846079831788295,-1.0,2.582423210144043,455
14724,14887,37.405515413556465,-1.0,0.781142830848694,459
20259,20335,19.15705322796656,-1.0,0.717764556407928,460
20895,20919,6.049083118512965,-1.0,0.568294048309326,461
20850,20895,11.823375054643563,-1.0,0.339212775230408,462
20824,20850,7.509568903327434,-1.0,0.38148096203804,463
8270,8286,4.826847199623367,-1.0,0.0,464
9448,9466,11.082747897286156,-1.0,0.413577765226364,465
9466,9570,32.13302543437349,-1.0,0.60622501373291,466
9048,9002,31.522759047762115,-1.0,0.14540758728981,467
12961,13063,30.975004275955307,-1.0,0.536409497261047,468
37482,37508,9.380482365768806,-1.0,4.206943035125732,469
37676,37686,4.411389957904842,-1.0,0.0,470
37588,37597,5.264638934011389,-1.0,0.0,471
37023,37039,9.605846701587563,-1.0,1.013878345489502,472
36433,36444,9.62560053271465,-1.0,2.201333999633789,473
36533,36549,11.071907001035715,-1.0,1.655498862266541,474
36521,36539,9.444511672990572,-1.0,0.0,475
36403,36427,9.72737373096399,-1.0,2.178324699401855,476
36026,36061,13.41673458925442,-1.0,1.835675358772278,477
36013,36039,13.03092152706806,-1.0,2.592389583587646,478
36017,36020,11.995937789522799,-1.0,3.434796094894409,479
35878,35885,12.126232431673328,-1.0,2.361135005950928,480
36115,36152,16.16903864085563,-1.0,0.53149539232254,481
36114,36119,11.751694445164203,-1.0,3.117258787155151,482
35720,35746,12.988761774333488,-1.0,2.204501628875732,483
35687,35720,15.61428631396866,-1.0,2.054028272628784,484
35766,35790,11.680226573210142,-1.0,3.136294603347778,485
35744,35760,8.390294443823645,-1.0,0.68283885717392,486
35758,35763,13.12682791995196,-1.0,2.617042541503906,487
35733,35754,12.191448003962275,-1.0,2.066933155059814,488
35682,35725,19.261538342275465,-1.0,1.100459933280945,489
11806,11850,21.177346628873554,-1.0,0.135276362299919,490
11728,11777,15.718724263558133,-1.0,0.291602462530136,491
4056,4061,2.414574633464409,-1.0,0.0,492
4061,4072,11.17586298771991,-1.0,8.699261665344238,493
15245,15285,10.857232969999748,-1.0,0.21108677983284,494
15285,15382,25.890564118314167,-1.0,0.597484707832336,495
15382,15469,17.075632118328244,-1.0,0.939433336257935,496
13808,13838,7.785145280304212,-1.0,0.809509694576263,497
13845,13932,24.224740276575325,-1.0,0.945983469486237,498
13838,13845,2.1949181332156567,-1.0,0.0,499
13954,13978,9.433522431226699,-1.0,0.425144821405411,500
15254,15333,24.27386300156657,-1.0,0.188830316066742,501
15312,15358,10.180603988315692,-1.0,0.393952876329422,502
36329,36359,15.035365653449439,-1.0,0.685900449752808,503
35956,35989,13.19627862716427,-1.0,1.302299737930298,504
35939,35945,20.375807155445,-1.0,2.023766279220581,505
35811,35842,17.747378440280833,-1.0,0.516543030738831,506
35858,35861,13.564852398452222,-1.0,1.478042125701904,507
36070,36108,10.804207883267399,-1.0,0.371210068464279,508
35589,35599,6.0074089129957535,-1.0,3.049121379852295,509
36618,36645,11.360361037872416,-1.0,4.128493785858154,510
36675,36711,12.158116581097744,-1.0,2.919231653213501,511
36673,36693,13.468237551953683,-1.0,0.935800433158875,512
22992,23004,3.221947901801421,-1.0,0.0,513
22969,22992,3.1631472169986474,-1.0,0.0,514
21970,22020,13.29607491266323,-1.0,1.292528390884399,515
23007,23046,10.733926113726323,-1.0,0.960719406604767,516
13803,13864,14.408657726342817,-1.0,0.596453070640564,517
15522,15570,18.737779796627468,-1.0,1.131223678588867,518
15356,15419,14.732923108034246,-1.0,0.816626846790314,519
15419,15522,26.00714018116425,-1.0,1.079382419586182,520
24156,24163,16.332976878163997,-1.0,1.788496732711792,543
14313,14384,14.502088188494227,-1.0,0.553101301193237,544
14322,14390,14.200069744483091,-1.0,0.201744645833969,545
6384,6422,29.2339683115582,-1.0,9.286168098449707,556
5913,5996,31.85964641392961,-1.0,5.361454963684082,557
11824,11953,45.704049578310624,-1.0,0.225650653243065,558
36446,36470,8.138376732161618,-1.0,2.040800333023071,559
19107,19208,18.028227544796326,-1.0,0.413146644830704,560
18991,19002,10.882652206457166,-1.0,0.421184331178665,562
22386,22417,8.070676916899481,-1.0,0.212967947125435,563
9940,9992,12.632307878618295,-1.0,0.498907774686813,564
10422,10372,18.50726118452039,-1.0,0.12383384257555,565
9950,9990,14.98658711467045,-1.0,1.605297684669495,566
10373,10372,3.8867874758321923,-1.0,0.0,567
10373,10377,8.656833504662977,-1.0,0.264740288257599,568
35922,35928,14.643103923645576,-1.0,2.072883129119873,570
23633,23762,36.380589481840104,-1.0,2.879642248153687,571
23626,23662,13.805109003097595,-1.0,1.576716303825378,572
21601,21644,23.011954021585808,-1.0,1.070501685142517,573
32578,32583,12.78464657516447,-1.0,0.985853314399719,592
1418,1436,16.06823277930172,-1.0,2.70795464515686,593
8930,8960,6.359821233791111,-1.0,0.540520489215851,594
9534,9556,8.93624210382502,-1.0,0.512915253639221,595
10521,10556,15.047143207575564,-1.0,0.989917695522308,598
10686,10705,6.5373127703429486,-1.0,0.175291925668716,599
10670,10711,13.184105155298596,-1.0,0.608389556407928,600
22694,22715,6.320518252586732,-1.0,2.626959800720215,601
7995,8066,26.827489234638783,-1.0,0.427133947610855,602
11116,11159,15.157313047239079,-1.0,0.378001630306244,603
6906,6931,8.281467094926787,-1.0,2.903305530548096,604
9642,9672,9.490890733851302,-1.0,0.724391520023346,606
9446,9545,44.10635502804892,-1.0,0.584547221660614,607
13272,13318,10.3790817764312,-1.0,0.331222683191299,608
13468,13492,9.797987004914475,-1.0,0.0,609
2782,2807,14.74267016218895,-1.0,0.971504628658295,610
21433,21460,7.653155823151982,-1.0,0.149730622768402,611
19164,19276,20.840251514322734,-1.0,0.46736815571785,612
19033,19164,22.59154074760099,-1.0,0.278975784778595,613
22306,22392,15.534356841480918,-1.0,0.0,614
7917,7959,11.64009058091147,-1.0,0.738299131393433,623
8101,8136,12.916385785762888,-1.0,1.064492106437683,624
10171,10221,17.67182182551348,-1.0,0.29179385304451,625
10075,10110,20.315642993148742,-1.0,1.522591829299927,626
10176,10198,10.849606263908793,-1.0,0.792083740234375,627
10825,10857,10.567444558612495,-1.0,0.325311034917831,629
21169,21191,5.405488463104169,-1.0,0.0,630
21144,21169,8.298827023038475,-1.0,1.794475674629211,631
21144,21131,7.314586449329995,-1.0,1.722761392593384,632
13153,13327,40.45122912077471,-1.0,1.288721084594727,633
24010,24032,9.614201744945913,-1.0,0.119186751544476,634
12451,12475,8.052071929243892,-1.0,0.782677888870239,635
12603,12585,8.605885961911659,-1.0,4.054446220397949,636
12420,12458,12.253101683202836,-1.0,3.223062753677368,637
33940,33977,8.37933773045934,-1.0,0.478635460138321,638
26925,26944,6.754162756845475,-1.0,0.084832198917866,639
26944,26951,1.319760934757482,-1.0,0.0,640
29545,29606,12.294855342110912,-1.0,0.0,641
4635,4703,14.372502712106069,-1.0,0.318915277719498,642
3671,3706,9.026175534297094,-1.0,0.190429672598839,643
19191,19365,45.099431393794575,-1.0,0.660594880580902,644
33283,33325,24.657802324836155,-1.0,2.438334703445435,645
31980,32014,14.473754330576838,-1.0,3.755300045013428,646
32014,32032,8.076070004121602,-1.0,4.178313255310059,647
34549,34583,32.965060354979656,-1.0,0.868971228599548,648
26568,26651,28.616216682435805,-1.0,0.100110955536366,649
